,userid,lag_days,correlation,metric
3082,1225417403794071552,14,0.769550872303485,walking_speed_max
3090,1225766754649972736,0,0.7919262626871402,walking_speed_max
3091,1225766754649972736,7,0.8496549255256695,walking_speed_max
3092,1225766754649972736,14,0.9103004162640819,walking_speed_max
3093,1225766754649972736,21,0.9132107050089745,walking_speed_max
3094,1225766754649972736,28,0.615108775063432,walking_speed_max
3098,1226471208156209152,21,0.7983054122005221,walking_speed_max
3121,1226868397291741184,7,0.7969671359234071,walking_speed_max
3125,1226887605622808576,0,0.798739142106726,walking_speed_max
3141,1227678032487653376,7,0.7729595778185889,walking_speed_max
3146,1228016946347909120,7,0.8537507418018307,walking_speed_max
3147,1228016946347909120,14,0.7935674522157847,walking_speed_max
3217,1204157949995851776,14,0.6174261444430265,walking_step_length_min
3218,1204157949995851776,21,0.6951205590362589,walking_step_length_min
3219,1204157949995851776,28,0.7275532693721699,walking_step_length_min
3245,1206288961544138752,0,0.6151882547844058,walking_step_length_min
3246,1206288961544138752,7,0.8057307891198461,walking_step_length_min
3253,1206552050020065280,21,0.7256757727616274,walking_step_length_min
3254,1206552050020065280,28,0.8412145576570649,walking_step_length_min
3259,1207005426345848832,28,0.680857198814261,walking_step_length_min
3260,1207326598656700416,0,0.7294908474629052,walking_step_length_min
3261,1207326598656700416,7,0.6388475154145424,walking_step_length_min
3285,1210502516032155648,0,0.9046813638720035,walking_step_length_min
3286,1210502516032155648,7,0.867952712771314,walking_step_length_min
3287,1210502516032155648,14,0.6559670266018922,walking_step_length_min
3293,1213495788215894016,21,0.7695352640825625,walking_step_length_min
3319,1217113854211493888,28,0.6362720302672173,walking_step_length_min
3324,1217202616284119040,28,0.8088419933518985,walking_step_length_min
3340,1219213321102397440,0,0.8432743314036063,walking_step_length_min
3341,1219213321102397440,7,0.877127243148687,walking_step_length_min
3342,1219213321102397440,14,0.7057768046079986,walking_step_length_min
3346,1220075038721081344,7,0.8479649764473679,walking_step_length_min
3347,1220075038721081344,14,0.9631126674038684,walking_step_length_min
3348,1220075038721081344,21,0.8652767927921102,walking_step_length_min
3349,1220075038721081344,28,0.6065839710879762,walking_step_length_min
3356,1220647683502927872,7,0.7004089447028872,walking_step_length_min
3357,1220647683502927872,14,0.6018850743279807,walking_step_length_min
3360,1220912304240271360,0,0.9069859623517968,walking_step_length_min
3402,1225528304685686784,14,0.8097622368333717,walking_step_length_min
3420,1226746711007436800,0,0.7013807383114806,walking_step_length_min
3421,1226746711007436800,7,0.6500712970953626,walking_step_length_min
3422,1226746711007436800,14,0.7477929356791689,walking_step_length_min
3423,1226746711007436800,21,0.6922915274880937,walking_step_length_min
3431,1226833626226368512,7,0.8879224958647847,walking_step_length_min
3437,1226868397291741184,14,0.8066468450350713,walking_step_length_min
3438,1226868397291741184,21,0.8593761828258781,walking_step_length_min
3445,1227601813916950528,0,0.6141568373531807,walking_step_length_min
3456,1227678032487653376,7,0.9806483784879269,walking_step_length_min
3457,1227678032487653376,14,0.7884010909266731,walking_step_length_min
3460,1228016946347909120,0,0.9093749505721016,walking_step_length_min
3461,1228016946347909120,7,0.9142200100293983,walking_step_length_min
3462,1228016946347909120,14,0.6966655618299125,walking_step_length_min
3468,1018555918008258560,21,0.6175245622112977,walking_step_length_avg
3469,1018555918008258560,28,0.9068987020123918,walking_step_length_avg
3484,1200074200358264832,28,0.7076530373207802,walking_step_length_avg
3515,1202702106557358080,0,0.7480772608595787,walking_step_length_avg
3516,1202702106557358080,7,0.6776068800847546,walking_step_length_avg
3548,1205417639895572480,21,0.6673757577228396,walking_step_length_avg
3566,1206552050020065280,7,0.7193617236071844,walking_step_length_avg
3572,1207005426345848832,14,0.6178380225570609,walking_step_length_avg
3573,1207005426345848832,21,0.6689739713078138,walking_step_length_avg
3575,1207326598656700416,0,0.6467799034079879,walking_step_length_avg
3590,1209054619317510144,0,0.6860748537083373,walking_step_length_avg
3591,1209054619317510144,7,0.809500720973848,walking_step_length_avg
3592,1209054619317510144,14,0.6860599700013346,walking_step_length_avg
3593,1209054619317510144,21,0.6322367806214225,walking_step_length_avg
3594,1209054619317510144,28,0.745792138743326,walking_step_length_avg
3600,1210502516032155648,0,0.7015200682034352,walking_step_length_avg
3601,1210502516032155648,7,0.8243186697853594,walking_step_length_avg
3624,1215604526359937024,28,0.755539795433768,walking_step_length_avg
3628,1215866445171949568,21,0.7534300414204607,walking_step_length_avg
3629,1215866445171949568,28,0.9629985966628523,walking_step_length_avg
3630,1217113854211493888,0,0.6642303955021039,walking_step_length_avg
3651,1218500358268682240,7,0.6901253035251911,walking_step_length_avg
3652,1218500358268682240,14,0.607075843699476,walking_step_length_avg
3655,1219213321102397440,0,0.6788899182961479,walking_step_length_avg
3660,1220075038721081344,0,0.6840827212171556,walking_step_length_avg
3661,1220075038721081344,7,0.9749424275310483,walking_step_length_avg
3662,1220075038721081344,14,0.9472260542387311,walking_step_length_avg
3663,1220075038721081344,21,0.7943201155808678,walking_step_length_avg
3671,1220647683502927872,7,0.6404983414707284,walking_step_length_avg
3694,1222547328535764992,28,0.6680891012279707,walking_step_length_avg
3702,1222888097134026752,14,0.8242766604878148,walking_step_length_avg
3703,1222888097134026752,21,0.9087992040212025,walking_step_length_avg
3704,1222888097134026752,28,0.7066576855286806,walking_step_length_avg
3707,1224898594392580096,14,0.7060307453546386,walking_step_length_avg
3708,1224898594392580096,21,0.649924976558787,walking_step_length_avg
3711,1225417403794071552,7,0.6060251000741479,walking_step_length_avg
3731,1226531330060525568,7,0.8443431787915732,walking_step_length_avg
3732,1226531330060525568,14,0.7954044896354984,walking_step_length_avg
3745,1226833626226368512,0,0.6240619771056023,walking_step_length_avg
3746,1226833626226368512,7,0.7764517901346751,walking_step_length_avg
3751,1226868397291741184,7,0.7745642627699907,walking_step_length_avg
3752,1226868397291741184,14,0.7510769133327916,walking_step_length_avg
3760,1227601813916950528,0,0.720749898529578,walking_step_length_avg
3770,1227678032487653376,0,0.6156333216203839,walking_step_length_avg
3771,1227678032487653376,7,0.9267571805949234,walking_step_length_avg
3772,1227678032487653376,14,0.6643322060307084,walking_step_length_avg
3776,1228016946347909120,7,0.8427859009963038,walking_step_length_avg
3777,1228016946347909120,14,0.8504321070946554,walking_step_length_avg
3783,1018555918008258560,21,0.672832073400669,walking_step_length_max
3784,1018555918008258560,28,0.8336866752170017,walking_step_length_max
3798,1200074200358264832,21,0.6013523767680324,walking_step_length_max
3799,1200074200358264832,28,0.8027142806771127,walking_step_length_max
3815,1201607725481926656,0,0.7154405775010179,walking_step_length_max
3825,1202538688724086784,0,0.6049968918674403,walking_step_length_max
3830,1202702106557358080,0,0.7140202465595501,walking_step_length_max
3831,1202702106557358080,7,0.6381067604318295,walking_step_length_max
3844,1203363896473169920,28,0.6162926241278385,walking_step_length_max
3859,1205233118415888384,28,0.7088645291868478,walking_step_length_max
3886,1207005426345848832,7,0.6041933558736082,walking_step_length_max
3887,1207005426345848832,14,0.6181604296466964,walking_step_length_max
3909,1209054619317510144,28,0.7165929919092406,walking_step_length_max
3914,1209491295756034048,28,0.8505677779407964,walking_step_length_max
3916,1210502516032155648,7,0.6737358310093626,walking_step_length_max
3920,1213495788215894016,0,0.6609240306164752,walking_step_length_max
3926,1213552453597499392,7,0.650098425972195,walking_step_length_max
3938,1215604526359937024,21,0.720284249026237,walking_step_length_max
3939,1215604526359937024,28,0.8888947164338378,walking_step_length_max
3943,1215866445171949568,21,0.6310031834605414,walking_step_length_max
3944,1215866445171949568,28,0.67530522494305,walking_step_length_max
3967,1218500358268682240,14,0.6139332101741065,walking_step_length_max
3969,1218500358268682240,28,0.6514796598220797,walking_step_length_max
3970,1219213321102397440,0,0.6555160048377011,walking_step_length_max
3971,1219213321102397440,7,0.7728127495839558,walking_step_length_max
3972,1219213321102397440,14,0.6392310508623259,walking_step_length_max
3978,1220075038721081344,21,0.7196271331774652,walking_step_length_max
3981,1220630307675860992,7,0.8862558251986394,walking_step_length_max
3982,1220630307675860992,14,0.7958107903424019,walking_step_length_max
3986,1220647683502927872,7,0.6517094751752734,walking_step_length_max
3993,1220912304240271360,21,0.8253572164977004,walking_step_length_max
3994,1220912304240271360,28,0.7269548414575825,walking_step_length_max
4017,1222888097134026752,14,0.7574262457554314,walking_step_length_max
4018,1222888097134026752,21,0.8231296042155181,walking_step_length_max
4022,1224898594392580096,14,0.6421973308358688,walking_step_length_max
4025,1225417403794071552,0,0.6600772708981353,walking_step_length_max
4026,1225417403794071552,7,0.9314108375015393,walking_step_length_max
4027,1225417403794071552,14,0.8127413218126899,walking_step_length_max
4035,1225766754649972736,0,0.6719340766182462,walking_step_length_max
4038,1225766754649972736,21,0.607159349268285,walking_step_length_max
4041,1226471208156209152,7,0.8384146409638061,walking_step_length_max
4045,1226531330060525568,0,0.6042768730118164,walking_step_length_max
4046,1226531330060525568,7,0.678629012680022,walking_step_length_max
4051,1226746711007436800,7,0.629956105467664,walking_step_length_max
4066,1226868397291741184,7,0.7829137861336314,walking_step_length_max
4075,1227601813916950528,0,0.6616842495198383,walking_step_length_max
4082,1227677964261728256,14,0.7663024951226312,walking_step_length_max
4086,1227678032487653376,7,0.8575634317647025,walking_step_length_max
4087,1227678032487653376,14,0.8429577257708973,walking_step_length_max
4091,1228016946347909120,7,0.7991244899319901,walking_step_length_max
4092,1228016946347909120,14,0.8176292782214376,walking_step_length_max
4107,1195995458591272960,14,0.6625228923330134,walking_distance
4108,1195995458591272960,21,0.7066560244879968,walking_distance
4109,1195995458591272960,28,0.7136468352900227,walking_distance
4113,1200074200358264832,21,0.6247001096250572,walking_distance
4143,1202538688724086784,21,0.6226259173107277,walking_distance
4144,1202538688724086784,28,0.6390752573597422,walking_distance
4145,1202702106557358080,0,0.7484318037549835,walking_distance
4146,1202702106557358080,7,0.7393209066570839,walking_distance
4165,1204955032839462912,0,0.6791797499625177,walking_distance
4177,1205417639895572480,14,0.7417144771787183,walking_distance
4178,1205417639895572480,21,0.8736109518722829,walking_distance
4201,1207005426345848832,7,0.7607735649887744,walking_distance
4202,1207005426345848832,14,0.6448788128249375,walking_distance
4226,1209491295756034048,7,0.6387797476669015,walking_distance
4227,1209491295756034048,14,0.7059244981076054,walking_distance
4228,1209491295756034048,21,0.6137541408801187,walking_distance
4240,1213552453597499392,0,0.7253808520686935,walking_distance
4241,1213552453597499392,7,0.6088084622276929,walking_distance
4259,1215866445171949568,28,0.7939404629455403,walking_distance
4260,1217113854211493888,0,0.8114273602982721,walking_distance
4274,1217553861704318976,28,0.6787530264182331,walking_distance
4278,1217567720510033920,21,0.7470708384546441,walking_distance
4283,1218500358268682240,21,0.6537050392526871,walking_distance
4284,1218500358268682240,28,0.7577446834900515,walking_distance
4310,1221045978277421056,0,0.7294850582123036,walking_distance
4315,1222271249739489280,0,0.6449415734234194,walking_distance
4323,1222547328535764992,21,0.6941192860885043,walking_distance
4324,1222547328535764992,28,0.9302783837535106,walking_distance
4325,1222826978432393216,0,0.6468285599672244,walking_distance
4330,1222888097134026752,0,0.7705041091316273,walking_distance
4335,1224898594392580096,0,0.7869221028077197,walking_distance
4336,1224898594392580096,7,0.7897494475847354,walking_distance
4340,1225417403794071552,0,0.8254740412857204,walking_distance
4351,1225766754649972736,7,0.6161544467006841,walking_distance
4352,1225766754649972736,14,0.8721041913247026,walking_distance
4353,1225766754649972736,21,0.9278727590419963,walking_distance
4357,1226471208156209152,14,0.8015418923070851,walking_distance
4358,1226471208156209152,21,0.8820316773813803,walking_distance
4360,1226531330060525568,0,0.9616864579905847,walking_distance
4361,1226531330060525568,7,0.8863210036613185,walking_distance
4362,1226531330060525568,14,0.7873531624736838,walking_distance
4370,1226822249919160320,0,0.6636305029369771,walking_distance
4371,1226822249919160320,7,0.8731565932006422,walking_distance
4372,1226822249919160320,14,0.9406417859693631,walking_distance
4373,1226822249919160320,21,0.9037437998443041,walking_distance
4381,1226868397291741184,7,0.7822665060764473,walking_distance
4382,1226868397291741184,14,0.6642150948934071,walking_distance
4385,1226887605622808576,0,0.7672429016156102,walking_distance
4396,1227677964261728256,7,0.8143028064286866,walking_distance
4397,1227677964261728256,14,0.9635268569135462,walking_distance
4398,1227677964261728256,21,0.86017970962972,walking_distance
4405,1228016946347909120,0,0.7653175071406895,walking_distance
4406,1228016946347909120,7,0.9782707041951306,walking_distance
4407,1228016946347909120,14,0.7959451336804925,walking_distance
4460,1202702106557358080,0,0.7167239995209372,flights_climbed
4461,1202702106557358080,7,0.8760792109399305,flights_climbed
4462,1202702106557358080,14,0.7952215582825801,flights_climbed
4480,1204955032839462912,0,0.8441860856887994,flights_climbed
4481,1204955032839462912,7,0.6711953415507131,flights_climbed
4485,1205233118415888384,0,0.8704799007591506,flights_climbed
4486,1205233118415888384,7,0.7426075300483941,flights_climbed
4492,1205417639895572480,14,0.8760828965795406,flights_climbed
4541,1209491295756034048,7,0.618189635691925,flights_climbed
4542,1209491295756034048,14,0.6404515652949108,flights_climbed
4564,1215320517226692608,28,0.6575143618979341,flights_climbed
4566,1215604526359937024,7,0.6806206650168338,flights_climbed
4567,1215604526359937024,14,0.7181699571157742,flights_climbed
4568,1215604526359937024,21,0.6078631424594414,flights_climbed
4570,1215866445171949568,0,0.7787466618256467,flights_climbed
4575,1217113854211493888,0,0.7297162272993283,flights_climbed
4590,1217567720510033920,0,0.7795561941500897,flights_climbed
4609,1220075038721081344,28,0.6463617389946335,flights_climbed
4611,1220630307675860992,7,0.8072589486756487,flights_climbed
4620,1220912304240271360,0,0.7564902199378918,flights_climbed
4625,1221045978277421056,0,0.825334995328321,flights_climbed
4630,1222271249739489280,0,0.7760551371308109,flights_climbed
4631,1222271249739489280,7,0.6985052454618276,flights_climbed
4641,1222826978432393216,7,0.6570794320348351,flights_climbed
4642,1222826978432393216,14,0.8262109500231392,flights_climbed
4643,1222826978432393216,21,0.7357901211667607,flights_climbed
4645,1222888097134026752,0,0.6490720680906324,flights_climbed
4655,1225417403794071552,0,0.9238570393552228,flights_climbed
4656,1225417403794071552,7,0.9254813954331148,flights_climbed
4657,1225417403794071552,14,0.6338420888667988,flights_climbed
4660,1225528304685686784,0,0.815004318120567,flights_climbed
4670,1226471208156209152,0,0.7987654190726425,flights_climbed
4675,1226531330060525568,0,0.9482367742977248,flights_climbed
4676,1226531330060525568,7,0.8874567197954538,flights_climbed
4677,1226531330060525568,14,0.7525987659407806,flights_climbed
4683,1226746711007436800,21,0.7001813433664194,flights_climbed
4690,1226833626226368512,0,0.6065479790240434,flights_climbed
4691,1226833626226368512,7,0.7112499971297696,flights_climbed
4711,1227677964261728256,7,0.854738454165922,flights_climbed
4712,1227677964261728256,14,0.9695747062889524,flights_climbed
4713,1227677964261728256,21,0.723630018313909,flights_climbed
4718,1227678032487653376,21,0.8148432565335175,flights_climbed
4720,1228016946347909120,0,0.7721175108839811,flights_climbed
4721,1228016946347909120,7,0.9112813245408868,flights_climbed
4734,1193162008966930432,28,0.7329560476071694,stair_ascent_speed
4788,1203363896473169920,21,0.7675508280410942,stair_ascent_speed
4882,1215604526359937024,14,0.8033993409429957,stair_ascent_speed
4883,1215604526359937024,21,0.8321746437006533,stair_ascent_speed
4884,1215604526359937024,28,0.8869577960547526,stair_ascent_speed
4886,1215866445171949568,7,0.6886332107801804,stair_ascent_speed
4892,1217113854211493888,14,0.7237350979806126,stair_ascent_speed
4893,1217113854211493888,21,0.6866367036174145,stair_ascent_speed
4910,1218500358268682240,0,0.7699301277223773,stair_ascent_speed
4911,1218500358268682240,7,0.823140446930749,stair_ascent_speed
4912,1218500358268682240,14,0.7742873386549395,stair_ascent_speed
4913,1218500358268682240,21,0.9095594669615175,stair_ascent_speed
4933,1220647683502927872,21,0.6966457899842469,stair_ascent_speed
4934,1220647683502927872,28,0.917073616740371,stair_ascent_speed
4938,1220912304240271360,21,0.7280851164272587,stair_ascent_speed
4942,1221045978277421056,14,0.816215325037458,stair_ascent_speed
4943,1221045978277421056,21,0.659383520634391,stair_ascent_speed
4985,1226471208156209152,0,0.8965836772093686,stair_ascent_speed
4986,1226471208156209152,7,0.7907470605214707,stair_ascent_speed
5000,1226822249919160320,0,0.9750072672410054,stair_ascent_speed
5001,1226822249919160320,7,0.9892123360904377,stair_ascent_speed
5002,1226822249919160320,14,0.9570282908764145,stair_ascent_speed
5003,1226822249919160320,21,0.7465580113467368,stair_ascent_speed
5030,1227678032487653376,0,0.7504001232486779,stair_ascent_speed
5031,1227678032487653376,7,0.8312499045034135,stair_ascent_speed
5032,1227678032487653376,14,0.613418791883931,stair_ascent_speed
5082,1202352956833734656,14,0.6914235075883562,stair_descent_speed
5083,1202352956833734656,21,0.6734366149333364,stair_descent_speed
5139,1206288961544138752,28,0.8100693151333176,stair_descent_speed
5158,1207337368916340736,21,0.8130390090296241,stair_descent_speed
5159,1207337368916340736,28,0.902266133562291,stair_descent_speed
5165,1209054619317510144,0,0.6592009925312712,stair_descent_speed
5166,1209054619317510144,7,0.8287462311456301,stair_descent_speed
5167,1209054619317510144,14,0.6539300301511969,stair_descent_speed
5198,1215604526359937024,21,0.7032734515959697,stair_descent_speed
5199,1215604526359937024,28,0.7683850002002799,stair_descent_speed
5225,1218500358268682240,0,0.6359132804174173,stair_descent_speed
5226,1218500358268682240,7,0.6525488641726916,stair_descent_speed
5252,1220912304240271360,14,0.6433553648549287,stair_descent_speed
5253,1220912304240271360,21,0.9294389277700573,stair_descent_speed
5254,1220912304240271360,28,0.807597815648081,stair_descent_speed
5258,1221045978277421056,21,0.8811051138622042,stair_descent_speed
5259,1221045978277421056,28,0.6742082269786419,stair_descent_speed
5310,1226746711007436800,0,0.7693326445333106,stair_descent_speed
5311,1226746711007436800,7,0.9032964617597201,stair_descent_speed
5312,1226746711007436800,14,0.8153515012578209,stair_descent_speed
5315,1226822249919160320,0,0.9706684059713933,stair_descent_speed
5316,1226822249919160320,7,0.9982822943207957,stair_descent_speed
5317,1226822249919160320,14,0.9909162993599687,stair_descent_speed
5369,1195995458591272960,28,0.6208787100709278,six_minute_walk_test_distance
5434,1205233118415888384,28,0.615782578837444,six_minute_walk_test_distance
5439,1205417639895572480,28,0.6156873639552225,six_minute_walk_test_distance
5465,1207326598656700416,0,0.6229978467387743,six_minute_walk_test_distance
5480,1209054619317510144,0,0.7649071961631737,six_minute_walk_test_distance
5481,1209054619317510144,7,0.8700516150770289,six_minute_walk_test_distance
5482,1209054619317510144,14,0.8567332518926387,six_minute_walk_test_distance
5483,1209054619317510144,21,0.7006853389437838,six_minute_walk_test_distance
5502,1213552453597499392,14,0.658658186357263,six_minute_walk_test_distance
5503,1213552453597499392,21,0.723934614252512,six_minute_walk_test_distance
5513,1215604526359937024,21,0.7868146188565525,six_minute_walk_test_distance
5514,1215604526359937024,28,0.9465641227223685,six_minute_walk_test_distance
5551,1220075038721081344,7,0.8475240794970876,six_minute_walk_test_distance
5552,1220075038721081344,14,0.9718708788926833,six_minute_walk_test_distance
5553,1220075038721081344,21,0.9407057550469037,six_minute_walk_test_distance
5554,1220075038721081344,28,0.8005768452340167,six_minute_walk_test_distance
5561,1220647683502927872,7,0.9223245109550967,six_minute_walk_test_distance
5562,1220647683502927872,14,0.8302198616927288,six_minute_walk_test_distance
5575,1222271249739489280,0,0.9467283185037362,six_minute_walk_test_distance
5576,1222271249739489280,7,0.7758909406361996,six_minute_walk_test_distance
5615,1226471208156209152,0,0.9024727773471354,six_minute_walk_test_distance
5616,1226471208156209152,7,0.6748400437722076,six_minute_walk_test_distance
5627,1226746711007436800,14,0.8159328353237532,six_minute_walk_test_distance
5661,1227678032487653376,7,0.9630915371907132,six_minute_walk_test_distance
5662,1227678032487653376,14,0.8256145265315755,six_minute_walk_test_distance
5718,1202538688724086784,21,0.6005914608471757,sleep_time
5719,1202538688724086784,28,0.7298830558133933,sleep_time
5742,1204955032839462912,14,0.6412283267352661,sleep_time
5743,1204955032839462912,21,0.6547216553518885,sleep_time
5755,1205699344464289792,0,0.6620333344217869,sleep_time
5793,1207428963799937024,21,0.6322295418977998,sleep_time
5814,1213495788215894016,28,0.7406588129553862,sleep_time
5830,1215866445171949568,0,0.627319755939761,sleep_time
5831,1215866445171949568,7,0.6149926027545286,sleep_time
5848,1217553861704318976,21,0.8300395328962509,sleep_time
5849,1217553861704318976,28,0.7641585962463273,sleep_time
5880,1220912304240271360,0,0.858005831250253,sleep_time
5881,1220912304240271360,7,0.726497673471844,sleep_time
5930,1226471208156209152,0,0.9855776487671624,sleep_time
5931,1226471208156209152,7,0.920530397178286,sleep_time
5951,1226833626226368512,7,0.914525866881554,sleep_time
5952,1226833626226368512,14,0.6900413762188039,sleep_time
